description,injuryType,bodyPart,side
atlanta braves placed 3b johan camargo on the 10-day disabled list. right knee bone bruise,bruise,knee,right
atlanta braves placed 3b omar infante on the 15-day disabled list. fractured left hand,fracture,hand,left
atlanta braves placed c a.j. pierzynski on the 15-day disabled list. strained hamstring,strain,hamstring,NA
atlanta braves placed c a.j. pierzynski on the 15-day disabled list. strained left hamstring.,strain,hamstring,left
atlanta braves placed c brian mccann on the 10-day injured list. right hamstring strain.,injured,hamstring,right
atlanta braves placed c brian mccann on the 10-day injured list. right hamstring strain.,strain,hamstring,right
"atlanta braves placed c brian mccann on the 15-day disabled list retroactive to april 23, 2009. left eye infection",infection,eye,left
"atlanta braves placed c brian mccann on the 15-day disabled list retroactive to march 22, 2013. recovering from october 2012 right shoulder surgery.",surgery,shoulder,right
atlanta braves placed c brian mccann on the 15-day disabled list. strained left oblique.,strain,oblique,left
"atlanta braves placed c evan gattis on the 15-day disabled list retroactive to june 29, 2014. bulging thoracic disc",disc,NA,NA
atlanta braves placed c evan gattis on the 15-day disabled list. strained right oblique.,strain,oblique,right
"atlanta braves placed c gerald laird on the 15-day disabled list retroactive to july 26, 2013. kidney stone.",kidney stone,kidney,NA
atlanta braves placed c tyler flowers on the 10-day disabled list. left wrist contusion.,contusion,wrist,left
atlanta braves placed c tyler flowers on the 10-day disabled list. strained left oblique.,strain,oblique,left
"atlanta braves placed c tyler flowers on the 15-day disabled list retroactive to july 10, 2016. fractured left hand.",fracture,hand,left
"atlanta braves placed cf b.j. upton on the 15-day disabled list retroactive to july 13, 2013. right thigh strain.",strain,thigh,right
atlanta braves placed cf ender inciarte on the 10-day injured list. lumbar strain.,injured,lumbar,NA
atlanta braves placed cf ender inciarte on the 10-day injured list. lumbar strain.,strain,lumbar,NA
atlanta braves placed cf jordan schafer on the 15-day disabled list. right ankle contusion.,contusion,ankle,right
"atlanta braves placed cf mallex smith on the 15-day disabled list retroactive to june 20, 2016. fractured left thumb.",fracture,thumb,left
atlanta braves placed cf michael reed on the 60-day disabled list. left low back strain.,strain,low back,left
atlanta braves placed cf michael reed on the 60-day disabled list. left low back strain.,strain,low back,left
atlanta braves placed cf michael reed on the 60-day disabled list. left low back strain.,strain,low back,left
atlanta braves placed cf michael reed on the 60-day disabled list. left low back strain.,strain,low back,left
atlanta braves placed cf michael reed on the 60-day disabled list. left low back strain.,strain,low back,left
atlanta braves placed cf michael reed on the 60-day disabled list. left low back strain.,strain,low back,left
atlanta braves placed cf michael reed on the 60-day disabled list. left low back strain.,strain,low back,left
atlanta braves placed cf michael reed on the 60-day disabled list. left low back strain.,strain,low back,left
"atlanta braves placed cf nate mclouth on the 15-day disabled list retroactive to august 16, 2009. strained left hamstring.",strain, mcl,left
"atlanta braves placed cf nate mclouth on the 15-day disabled list retroactive to august 16, 2009. strained left hamstring.",strain,hamstring,left
"atlanta braves placed cf nate mclouth on the 15-day disabled list retroactive to june 10, 2010. concussion-like symptoms.",concussion, mcl,NA
"atlanta braves placed cf nate mclouth on the 15-day disabled list retroactive to june 10, 2010. concussion-like symptoms.",concussion,concussion,NA
atlanta braves placed cf nate mclouth on the 15-day disabled list. lower abdominal strain.,strain, abdominal,NA
atlanta braves placed cf nate mclouth on the 15-day disabled list. lower abdominal strain.,strain, mcl,NA
atlanta braves placed cf nate mclouth on the 15-day disabled list. strained left oblique,strain, mcl,left
atlanta braves placed cf nate mclouth on the 15-day disabled list. strained left oblique,strain,oblique,left
"atlanta braves placed lf brent clevlen on the 15-day disabled list retroactive to may 24, 2010. sprained right toe.",sprain,toe,right
atlanta braves placed lf danny santana on the 10-day disabled list. bacterial infection.,infection,NA,NA
atlanta braves placed lf danny santana on the 10-day disabled list. left quadriceps strain.,strain,quad,left
atlanta braves placed lf danny santana on the 10-day disabled list. left quadriceps strain.,strain,quadricep,left
"atlanta braves placed lf garret anderson on the 15-day disabled list retroactive to april 20, 2009. left quad tightness",tight,quad,left
atlanta braves placed lf kelly johnson on the 15-day disabled list. right oblique strain.,strain,oblique,right
"atlanta braves placed lf martin prado on the 15-day disabled list retroactive to june 8, 2011. staph infection in his right calf.",infection,calf,right
"atlanta braves placed lf martin prado on the 15-day disabled list retroactive to june 8, 2011. staph infection in his right calf.",infection,calf,right
"atlanta braves placed lf martin prado on the 15-day disabled list retroactive to june 8, 2011. staph infection in his right calf.",infection,calf,right
"atlanta braves placed lf martin prado on the 15-day disabled list retroactive to june 8, 2011. staph infection in his right calf.",infection,calf,right
"atlanta braves placed lf martin prado on the 15-day disabled list retroactive to june 8, 2011. staph infection in his right calf.",infection,calf,right
"atlanta braves placed lf martin prado on the 15-day disabled list retroactive to june 8, 2011. staph infection in his right calf.",infection,calf,right
"atlanta braves placed lf martin prado on the 15-day disabled list retroactive to june 8, 2011. staph infection in his right calf.",infection,calf,right
"atlanta braves placed lf martin prado on the 15-day disabled list retroactive to june 8, 2011. staph infection in his right calf.",infection,calf,right
atlanta braves placed lf matt diaz on the 15-day disabled list. infected right thumb.,infected,thumb,right
atlanta braves placed lf matt kemp on the 10-day disabled list. strained right hamstring.,strain,hamstring,right
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,contusion,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,acl,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,knee,left
atlanta braves placed lf ronald acuna jr. on the 10-day disabled list. left knee contusion and mild acl sprain.,sprain,knee,left
"atlanta braves placed lhp a.j. minter on the 10-day injured list retroactive to march 25, 2019. left shoulder inflammation.",inflammation,shoulder,left
